genus,name,date,habitat,ecol
Gymnopus,Gymnopus dryophilus,2010-11-28,UW3.3,St
Mycena,Mycena inclinata,2010-11-28,UW1.3,Le
Mycena,Mycena vitilis,2010-11-28,UW1.3,Lh
Mycena,Mycena meliigena,2010-11-28,UW1.3,Co
Hygrophorus,Hygrophorus arbustivus,2010-11-28,UW1.3,Mr
Mycena,Mycena vitilis,2010-11-28,UW1.3,Lh
Mycena,Mycena polyadelpha,2010-11-28,UW1.3,Fd
Crepidotus,Crepidotus mollis,2010-11-28,UW1.3,Le
Psathyrella,Psathyrella sp.,2010-11-28,UW1.3,Hu
Crepidotus,Crepidotus epibryus,2010-11-28,UW1.3,He
Mycena,Mycena polyadelpha,2010-11-28,UW1.3,Fd
Marasmius,Marasmius sp.,2010-11-28,UW1.3,Fd
Mycena,Mycena inclinata,2010-11-28,UW1.3,Lh
Flammulina,Flammulina velutipes,2010-11-28,UW1.3,Le
Pseudoclitocybe,Pseudoclitocybe cyathiformis,2010-11-28,FP2.2,Hu
Lepista,Lepista flaccida,2010-11-28,UW3.2,St
Rhodocollybia,Rhodocollybia butyracea f. butyracea,2010-11-28,UW3.2,St
Clitocybe,Clitocybe metachroa,2010-11-28,UW3.2,St
Galerina,Galerina marginata,2010-11-28,UW3.2,Le
Leucoagaricus,Leucoagaricus sp.,2010-11-28,UW3.2,St
Panellus,Panellus stipticus,2010-11-28,UW3.2,Le
Chlorophyllum,Chlorophyllum rachodes,2010-11-28,UW3.2,St
Baeospora,Baeospora myosura,2010-11-28,UW3.2,Str
Mycena,Mycena sp.,2010-11-28,UW3.2,St
Mycena,Mycena sp.,2010-11-28,UW3.2,Le
Baeospora,Baeospora myosura,2010-11-28,UW3.2,Str
Psathyrella,Psathyrella sp.,2010-11-28,UW4.3,Hu
Lepista,Lepista personata,2010-11-29,A2.7,Hu
Mycena,Mycena polygramma,2010-11-29,UW1.3,Lh
Lepista,Lepista flaccida,2010-11-29,UW1.3,St
Mycena,Mycena inclinata,2010-11-29,UW1.3,Le
Crepidotus,Crepidotus mollis,2010-11-29,UW1.3,Le
Mycena,Mycena vitilis,2010-11-29,UW1.3,Lh
Pleurotus,Pleurotus ostreatus,2010-11-29,UW2.1,Le
Marasmius,Marasmius rotula,2010-11-29,UW1.1,Fd
Crepidotus,Crepidotus epibryus,2010-11-29,UW1.1,St
Mycena,Mycena polyadelpha,2010-11-29,UW1.3,Fd
Marasmius,Marasmius rotula,2010-11-29,UW1.3,Fd
Crepidotus,Crepidotus epibryus,2010-11-29,UW1.3,St
Mycena,Mycena vitilis,2010-11-29,UW1.3,Lh
Mycena,Mycena polygramma,2010-11-29,UW1.3,Lh
Psathyrella,Psathyrella sp.,2010-11-29,UW1.3,Hu
Mycena,Mycena vitilis,2010-11-29,UW1.3,Lh
Clitocybe,Clitocybe sp.,2010-11-29,UW1.3,St
Mycena,Mycena inclinata,2010-11-29,UW1.3,Le
Marasmius,Marasmius rotula,2010-11-29,UW1.3,Fd
Armillaria,Armillaria mellea,2010-11-29,UW1.3,Le
Mycena,Mycena galericulata,2010-11-29,UW1.3,Le
Mycena,Mycena galericulata,2010-11-29,UW1.1,Le
Mycena,Mycena vitilis,2010-11-29,UW1.1,Lh
Gymnopus,Gymnopus dryophilus,2010-11-29,UW1.1,St
Crepidotus,Crepidotus mollis,2010-11-29,UW1.1,Le
Pseudoclitocybe,Pseudoclitocybe cyathiformis,2010-11-29,UW1.1,Hu
Hypholoma,Hypholoma fasciculare,2010-11-29,UW1.1,Lh
Laccaria,Laccaria laccata,2010-11-29,UW1.1,Mr
Mycena,Mycena vitilis,2010-11-29,UW1.1,Lh
Gymnopus,Gymnopus androsaceus,2010-12-27,T2.3,Fd
Mycena,Mycena metata,2010-12-27,T2.3,Le
